,ID,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
,142,"Massé, D.I., Gilbert, Y., Saady, N.M.C., Liu, C.",7006105335;55888722100;36459160400;55763461000;,Low-temperature anaerobic digestion of swine manure in a plug-flow reactor,2013,Environmental Technology (United Kingdom),34,18,,2617,2624,,19,10.1080/09593330.2013.781229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888324849&doi=10.1080%2f09593330.2013.781229&partnerID=40&md5=f7a28e1a4aea901b1cd0c235eddd1bd8,Article,Final,,Scopus,2-s2.0-84888324849
Micro,143,"Fraser, T.J., Amiro, B.D.",55813031300;7005032114;,Initial carbon dynamics of perennial grassland conversion for annual cropping in Manitoba,2013,Canadian Journal of Soil Science,93,3,,379,391,,7,10.4141/CJSS2012-109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881150750&doi=10.4141%2fCJSS2012-109&partnerID=40&md5=446c19d054b0bf8f60fe677eda251ba3,Article,Final,,Scopus,2-s2.0-84881150750
,144,"Giard, D., Choiniere, D., Cordeau, S., Barrington, S.",55596977400;14061908700;36440924800;7006674262;,Biogas generation from in-storage psychrophilic anaerobic digestion,2013,Environmental Technology (United Kingdom),34,8,,1007,1015,,11,10.1080/09593330.2012.733416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877112283&doi=10.1080%2f09593330.2012.733416&partnerID=40&md5=1106c5fe334838707f250ebc3ab07b21,Article,Final,,Scopus,2-s2.0-84877112283
,145,"Zhang, S., Bi, X.T., Clift, R.",55878651500;7102242575;7101769541;,A Life Cycle Assessment of integrated dairy farm-greenhouse systems in British Columbia,2013,Bioresource Technology,150,,,496,505,,17,10.1016/j.biortech.2013.09.076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888438813&doi=10.1016%2fj.biortech.2013.09.076&partnerID=40&md5=1d8c1b8b0f1622ff09668b1aec75d8c1,Article,Final,,Scopus,2-s2.0-84888438813
,146,"Flesch, T.K., Vergé, X.P.C., Desjardins, R.L., Worth, D.",6602858717;15833604800;7102933062;15830822000;,Methane emissions from a swine manure tank in western Canada,2013,Canadian Journal of Animal Science,93,1,,159,169,,21,10.4141/CJAS2012-072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873958321&doi=10.4141%2fCJAS2012-072&partnerID=40&md5=ddcae0532f9763b7235554eadb9c9c1a,Article,Final,,Scopus,2-s2.0-84873958321
,147,"Hassanat, F., Gervais, R., Julien, C., Massé, D.I., Lettat, A., Chouinard, P.Y., Petit, H.V., Benchaar, C.",8310982300;24476075000;25027857200;7006105335;37026634600;56281064700;7202075892;6602579949;,"Replacing alfalfa silage with corn silage in dairy cow diets: Effects on enteric methane production, ruminal fermentation, digestion, N balance, and milk production",2013,Journal of Dairy Science,96,7,,4553,4567,,104,10.3168/jds.2012-6480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879310515&doi=10.3168%2fjds.2012-6480&partnerID=40&md5=724ce1e2c40c7927e552fe6ffd898d7f,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84879310515
,148,"Wood, J.D., Gordon, R.J., Wagner-Riddle, C.",55705249800;56653882200;6701603287;,Biases in discrete CH4 and N2O sampling protocols associated with temporal variation of gas fluxes from manure storage systems,2013,Agricultural and Forest Meteorology,171-172,,,295,305,,24,10.1016/j.agrformet.2012.12.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874248744&doi=10.1016%2fj.agrformet.2012.12.014&partnerID=40&md5=621cac264659a400fe4e4baff5a21c4e,Article,Final,,Scopus,2-s2.0-84874248744
,149,"Barret, M., Gagnon, N., Topp, E., Masse, L., Massé, D.I., Talbot, G.",35363372600;7004114980;7006149139;7006435735;7006105335;24172050100;,Physico-chemical characteristics and methanogen communities in swine and dairy manure storage tanks: Spatio-temporal variations and impact on methanogenic activity,2013,Water Research,47,2,,737,746,,31,10.1016/j.watres.2012.10.047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871509883&doi=10.1016%2fj.watres.2012.10.047&partnerID=40&md5=e52554643b3224acd52d63a2338f6c12,Article,Final,"All Open Access, Green",Scopus,2-s2.0-84871509883
,150,"Saady, N.M.C., Massé, D.I.",36459160400;7006105335;,Psychrophilic anaerobic digestion of lignocellulosic biomass: A characterization study,2013,Bioresource Technology,142,,,663,671,,37,10.1016/j.biortech.2013.05.089,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879540976&doi=10.1016%2fj.biortech.2013.05.089&partnerID=40&md5=f1c64d65596bf87cce2a8f41f915980e,Article,Final,,Scopus,2-s2.0-84879540976
,151,"Chantigny, M.H., Pelster, D.E., Perron, M.-H., Rochette, P., Angers, D.A., Parent, L.-É., Massé, D., Ziadi, N.",6603601520;35119494200;55622818100;7006811223;56229128600;7004560398;7006105335;6602320281;,Nitrous oxide emissions from clayey soils amended with paper sludges and biosolids of separated pig slurry,2013,Journal of Environmental Quality,42,1,,30,39,,34,10.2134/jeq2012.0196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874975631&doi=10.2134%2fjeq2012.0196&partnerID=40&md5=e1156ca9661febe473f39822b38ee686,Article,Final,,Scopus,2-s2.0-84874975631
,152,"Miller, J.J., Beasley, B.W., Drury, C.F., Zebarth, B.J.",7501598831;7003311871;7102825449;7003618659;,Denitrification during the growing season as influenced by long-term application of composted versus fresh feedlot manure,2012,Canadian Journal of Soil Science,92,6,,865,882,,17,10.4141/CJSS2011-107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870429632&doi=10.4141%2fCJSS2011-107&partnerID=40&md5=1f7179a4c3376add77395fd0fb51c8d6,Article,Final,,Scopus,2-s2.0-84870429632
,153,"Wood, J.D., Gordon, R.J., Wagner-Riddle, C., Dunfield, K.E., Madani, A.",55705249800;56653882200;6701603287;6505851121;7004409512;,"Relationships between dairy slurry total solids, gas emissions, and surface crusts",2012,Journal of Environmental Quality,41,3,,694,704,,58,10.2134/jeq2011.0333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862250031&doi=10.2134%2fjeq2011.0333&partnerID=40&md5=b65b1f45e32bae51bf4fbed3af2989ff,Article,Final,,Scopus,2-s2.0-84862250031
,154,"Girard, M., Viens, P., Ramirez, A.A., Brzezinski, R., Buelna, G., Heitz, M.",35319615100;42262849200;24759666700;7005724924;57196350648;7006738900;,Simultaneous treatment of methane and swine slurry by biofiltration,2012,Journal of Chemical Technology and Biotechnology,87,5,,697,704,,17,10.1002/jctb.3692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859423049&doi=10.1002%2fjctb.3692&partnerID=40&md5=68e1e0890dda1e8783f0737cc83506d7,Article,Final,,Scopus,2-s2.0-84859423049
,155,"Frigon, J.-C., Roy, C., Guiot, S.R.",6701327689;36850056200;7005531300;,Anaerobic co-digestion of dairy manure with mulched switchgrass for improvement of the methane yield,2012,Bioprocess and Biosystems Engineering,35,3,,341,349,,26,10.1007/s00449-011-0572-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857371954&doi=10.1007%2fs00449-011-0572-5&partnerID=40&md5=4b9bd39babe5a23dedf935d2d3078249,Article,Final,"All Open Access, Green",Scopus,2-s2.0-84857371954
Micro,156,"Kariyapperuma, K.A., Furon, A., Wagner-Riddle, C.",54583612600;18436786900;6701603287;,Non-growing season nitrous oxide fluxes from an agricultural soil as affected by application of liquid and composted swine manure,2012,Canadian Journal of Soil Science,92,2,,315,327,,25,10.4141/CJSS2011-059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858021872&doi=10.4141%2fCJSS2011-059&partnerID=40&md5=7f5059037c0ebc1ccdda05c92f934019,Article,Final,,Scopus,2-s2.0-84858021872
,157,"McGinn, S.M., Beauchemin, K.A.",7003958724;7006478754;,Dairy farm methane emissions using a dispersion model,2012,Journal of Environmental Quality,41,1,,73,79,,18,10.2134/jeq2011.0266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857073771&doi=10.2134%2fjeq2011.0266&partnerID=40&md5=6d1b06000e8f4982422157eefc05a796,Article,Final,,Scopus,2-s2.0-84857073771
,158,"Basarab, J., Baron, V., López-Campos, Ó., Aalhus, J., Haugen-Kozyra, K., Okine, E.",6701461332;7006827007;16246009000;7003513556;57212861044;7006484930;,"Greenhouse gas emissions from calf- and yearling-fed beef production systems, with and without the use of growth promotants",2012,Animals,2,2,,195,220,,45,10.3390/ani2020195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879915268&doi=10.3390%2fani2020195&partnerID=40&md5=76bfa7ccfd00c56ca0b76fab295b2a02,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84879915268
,159,"Fournel, S., Pelletier, F., Godbout, S., Lagacé, R., Feddes, J.",55207041500;8632779100;6603413843;7005476217;7005147272;,Greenhouse gas emissions from three cage layer housing systems,2012,Animals,2,1,,1,15,,18,10.3390/ani2010001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861343054&doi=10.3390%2fani2010001&partnerID=40&md5=32a20a807558c87de11ad843f97fda85,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84861343054
,160,"Pelster, D.E., Chantigny, M.H., Rochette, P., Angers, D.A., Rieux, C., Vanasse, A.",35119494200;6603601520;7006811223;56229128600;55109902000;24832260300;,Nitrous oxide emissions respond differently to mineral and organic nitrogen sources in contrasting soil types,2012,Journal of Environmental Quality,41,2,,427,435,,115,10.2134/jeq2011.0261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858594386&doi=10.2134%2fjeq2011.0261&partnerID=40&md5=18478041883e5b854e040245fd9b777a,Article,Final,,Scopus,2-s2.0-84858594386
,162,"Tremorin, D.G., Tenuta, M., Mkhabela, M., Flaten, D.N., Ominski, K.H.",35788337100;6603063269;6506375432;6602433212;6506052427;,Nitrous oxide emissions from feces and synthetic urine of cattle grazing forage grass fertilized with hog slurry,2012,Animal Feed Science and Technology,177,04-Mar,,225,236,,3,10.1016/j.anifeedsci.2012.08.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867205403&doi=10.1016%2fj.anifeedsci.2012.08.008&partnerID=40&md5=b04f364a59565061469b4ec307654f39,Article,Final,,Scopus,2-s2.0-84867205403
,163,"VanderZaag, A.C., Wagner-Riddle, C., Park, K.-H., Gordon, R.J.",25723924700;6701603287;7408066374;56653882200;,Methane emissions from stored liquid dairy manure in a cold climate,2011,Animal Feed Science and Technology,166-167,,,581,589,,27,10.1016/j.anifeedsci.2011.04.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958767767&doi=10.1016%2fj.anifeedsci.2011.04.041&partnerID=40&md5=6a5f38c035c3a8a7adb3252ee4ed0f7a,Article,Final,,Scopus,2-s2.0-79958767767
,164,"Flesch, T.K., Desjardins, R.L., Worth, D.",6602858717;7102933062;15830822000;,Fugitive methane emissions from an agricultural biodigester,2011,Biomass and Bioenergy,35,9,,3927,3935,,106,10.1016/j.biombioe.2011.06.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961126070&doi=10.1016%2fj.biombioe.2011.06.009&partnerID=40&md5=7ae28fe2ab20b974ae50aa8d57e0d0c7,Article,Final,,Scopus,2-s2.0-79961126070
,165,"Hao, X., Benke, M.B., Li, C., Larney, F.J., Beauchemin, K.A., McAllister, T.A.",7202000550;6601983021;54789061000;7004265800;7006478754;7102068695;,Nitrogen transformations and greenhouse gas emissions during composting of manure from cattle fed diets containing corn dried distillers grains with solubles and condensed tannins,2011,Animal Feed Science and Technology,166-167,,,539,549,,27,10.1016/j.anifeedsci.2011.04.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958768294&doi=10.1016%2fj.anifeedsci.2011.04.038&partnerID=40&md5=09318856fa3032f5bb2a2c822267c004,Article,Final,,Scopus,2-s2.0-79958768294
,166,"Chiyoka, W.L., Hao, X., Zvomuya, F., Li, X.",42160919300;7202000550;8672650500;55718170600;,Nitrous oxide emissions from Chernozemic soils amended with anaerobically digested beef cattle feedlot manure: A laboratory study,2011,Animal Feed Science and Technology,166-167,,,492,502,,14,10.1016/j.anifeedsci.2011.04.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958765352&doi=10.1016%2fj.anifeedsci.2011.04.035&partnerID=40&md5=fe215968cf9bf8aa71ab1ce764562a51,Article,Final,,Scopus,2-s2.0-79958765352
,167,"Hao, X., Xu, S., Larney, F.J., Stanford, K., Cessna, A.J., McAllister, T.A.",7202000550;16302570400;7004265800;7004071933;25941621300;7102068695;,Inclusion of antibiotics in feed alters greenhouse gas emissions from feedlot manure during composting,2011,Nutrient Cycling in Agroecosystems,89,2,,257,267,,9,10.1007/s10705-010-9391-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951580659&doi=10.1007%2fs10705-010-9391-3&partnerID=40&md5=25d18846253aaf849e471a6f1add5ef5,Article,Final,,Scopus,2-s2.0-79951580659
,168,"Hao, X., Benke, M., Larney, F.J., McAllister, T.A.",7202000550;6601983021;7004265800;7102068695;,Greenhouse gas emissions when composting manure from cattle fed wheat dried distillers' grains with solubles,2011,Nutrient Cycling in Agroecosystems,89,1,,105,114,,19,10.1007/s10705-010-9380-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650310345&doi=10.1007%2fs10705-010-9380-6&partnerID=40&md5=610472fb571b6fd02d31aeb5665679e3,Article,Final,,Scopus,2-s2.0-78650310345
,169,"Beauchemin, K.A., Henry Janzen, H., Little, S.M., McAllister, T.A., McGinn, S.M.",7006478754;7005291724;15829656200;7102068695;7003958724;,Life cycle assessment of greenhouse gas emissions from beef production in western Canada: A case study,2010,Agricultural Systems,103,6,,371,379,,261,10.1016/j.agsy.2010.03.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954863226&doi=10.1016%2fj.agsy.2010.03.008&partnerID=40&md5=df76fd695bf5d4084b03f749b5b3368e,Article,Final,,Scopus,2-s2.0-77954863226
,170,"VanderZaag, A.C., Gordon, R.J., Jamieson, R.C., Burton, D.L., Stratton, G.W.",25723924700;56653882200;7005191333;7401576925;57529037900;,Permeable synthetic covers for controlling emissions from liquid dairy manure,2010,Applied Engineering in Agriculture,26,2,,287,297,,38,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951229167&partnerID=40&md5=88e745493a8c2735158f2cc5b2c95d76,Article,Final,,Scopus,2-s2.0-77951229167
,161,"Xia, Y., Massé, D.I., McAllister, T.A., Beaulieu, C., Ungerfeld, E.",57194217030;7006105335;7102068695;7103239534;6507983002;,Anaerobic digestion of chicken feather with swine manure or slaughterhouse sludge for biogas production,2012,Waste Management,32,3,,404,409,,52,10.1016/j.wasman.2011.10.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856357485&doi=10.1016%2fj.wasman.2011.10.024&partnerID=40&md5=1906d2e1854305ccc47a79fb7011ff5c,Article,Final,,Scopus,2-s2.0-84856357485
,171,"VanderZaag, A.C., Gordon, R.J., Jamieson, R.C., Burton, D.L., Stratton, G.W.",25723924700;56653882200;7005191333;7401576925;57529037900;,Effects of winter storage conditions and subsequent agitation on gaseous emissions from liquid dairy manure,2010,Canadian Journal of Soil Science,90,1,,229,239,,25,10.4141/CJSS09040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949796955&doi=10.4141%2fCJSS09040&partnerID=40&md5=a8929534c5f2ef1fb331ad2dc9ab2671,Article,Final,,Scopus,2-s2.0-77949796955
,172,"MacDonald, J.D., Angers, D.A., Rochette, P., Chantigny, M.H., Royer, I., Gasser, M.-O.",35120461000;56229128600;7006811223;6603601520;57204379504;25122555300;,Plowing a poorly drained grassland reduced soil respiration,2010,Soil Science Society of America Journal,74,6,,2067,2076,,24,10.2136/sssaj2010.0059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249287274&doi=10.2136%2fsssaj2010.0059&partnerID=40&md5=c94609880c6ffcaa47a0e19743db7289,Article,Final,,Scopus,2-s2.0-78249287274
,173,"Roumeliotis, T.S., Dixon, B.J., Van Heyst, B.J.",16745016100;35747935000;6507875458;,Characterization of gaseous pollutant and particulate matter emission rates from a commercial broiler operation part II: Correlated emission rates,2010,Atmospheric Environment,44,31,,3778,3786,,15,10.1016/j.atmosenv.2010.06.051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955846530&doi=10.1016%2fj.atmosenv.2010.06.051&partnerID=40&md5=bb29f690d8f6641ba46dc5149ff8981c,Article,Final,,Scopus,2-s2.0-77955846530
,174,"Chantigny, M.H., Rochette, P., Angers, D.A., Bittman, S., Buckley, K., Massé, D., Bélanger, G., Eriksen-Hamel, N., Gasser, M.-O.",6603601520;7006811223;56229128600;55886851400;36869039200;7006105335;55584175400;14007986600;25122555300;,Soil nitrous oxide emissions following band-incorporation of fertilizer nitrogen and swine manure,2010,Journal of Environmental Quality,39,5,,1545,1553,,95,10.2134/jeq2009.0482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957868508&doi=10.2134%2fjeq2009.0482&partnerID=40&md5=8ec505d456ebee6b5f285ba170290999,Article,Final,,Scopus,2-s2.0-77957868508
,175,"Gilroyed, B.H., Reuter, T., Chu, A., Hao, X., Xu, W., McAllister, T.A.",24490771900;57197891724;7202887238;7202000550;56313349200;7102068695;,Anaerobic digestion of specified risk materials with cattle manure for biogas production,2010,Bioresource Technology,101,15,,5780,5785,,26,10.1016/j.biortech.2010.02.077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951091963&doi=10.1016%2fj.biortech.2010.02.077&partnerID=40&md5=09544a068a1afe43cb8621c32e5c6b34,Article,Final,,Scopus,2-s2.0-77951091963
,176,"Tenuta, M., Mkhabela, M., Tremorin, D., Coppi, L., Phipps, G., Flaten, D., Ominski, K.",6603063269;6506375432;35788337100;36336812900;35085376100;6602433212;6506052427;,Nitrous oxide and methane emission from a coarse-textured grassland soil receiving hog slurry,2010,"Agriculture, Ecosystems and Environment",138,02-Jan,,35,43,,38,10.1016/j.agee.2010.03.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954864121&doi=10.1016%2fj.agee.2010.03.014&partnerID=40&md5=3d1889fdf27c149cc421d02890d3f4c5,Article,Final,,Scopus,2-s2.0-77954864121
,177,"Park, K.-H., Wagner-Riddle, C., Gordon, R.J.",7408066374;6701603287;56653882200;,Comparing methane fluxes from stored liquid manure using micrometeorological mass balance and floating chamber methods,2010,Agricultural and Forest Meteorology,150,2,,175,181,,24,10.1016/j.agrformet.2009.09.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74449090131&doi=10.1016%2fj.agrformet.2009.09.013&partnerID=40&md5=9024c79dad44c0a47195c32493371ff7,Article,Final,,Scopus,2-s2.0-74449090131
,178,"Park, K.-H., Wagner-Riddle, C.",7408066374;6701603287;,Methane emission patterns from stored liquid swine manure,2010,Asian-Australasian Journal of Animal Sciences,23,9,,1229,1235,,7,10.5713/ajas.2010.90536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649505665&doi=10.5713%2fajas.2010.90536&partnerID=40&md5=c34085388abc202064413f4d23006162,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-78649505665
,179,"Huang, Q., Wohlgemut, O., Cicek, N., France, J., Kebreab, E.",56295455900;36663933100;6602743322;7102585576;10239902300;,A mechanistic model for simulating methane emissions from unstirred liquid manure storages,2010,Canadian Journal of Soil Science,90,3,,507,516,,6,10.4141/CJSS09094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956145801&doi=10.4141%2fCJSS09094&partnerID=40&md5=db87f8692782d86dcfe31a91d3c915e1,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-77956145801
,180,"Wilson, C., Undi, M., Tenuta, M., Wittenberg, K.M., Flaten, D., Krause, D.O., Entz, M.H., Holley, R., Ominski, K.H.",57199052844;6602350178;6603063269;7004232752;6602433212;7202948994;6701876805;35242300700;6506052427;,"Pasture productivity, cattle productivity and metabolic status following fertilization of a grassland with liquid hog manure: A three-year study [Productivité des pǎturages, productivité des bovins et bilan du métabolisme après fertilisation d'une prairie avec du lisier de porc: Une étude de trois ans]",2010,Canadian Journal of Animal Science,90,2,,233,243,,17,10.4141/CJAS09037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954865553&doi=10.4141%2fCJAS09037&partnerID=40&md5=ae0bd3cbb61149938327ce6b3ca0984f,Article,Final,,Scopus,2-s2.0-77954865553
,181,"VanderZaag, A.C., Gordon, R.J., Jamieson, R.C., Burton, D.L., Stratton, G.W.",25723924700;56653882200;7005191333;7401576925;57529037900;,Gas emissions from straw coveredliquid dairy manure during summerstorage and autumn agitation,2009,Transactions of the ASABE,52,2,,599,608,,47,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67049087837&partnerID=40&md5=8480ab7fa1a00554a6410619b5fa8e51,Article,Final,,Scopus,2-s2.0-67049087837
,182,"Hao, X., Stanford, K., McAllister, T.A., Larney, F.J., Xu, S.",7202000550;7004071933;7102068695;7004265800;16302570400;,Greenhouse gas emissions and final compost properties from co-composting bovine specified risk material and mortalities with manure,2009,Nutrient Cycling in Agroecosystems,83,3,,289,299,,17,10.1007/s10705-008-9219-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59449111105&doi=10.1007%2fs10705-008-9219-6&partnerID=40&md5=00e05555fca185bed6eae85a2e652440,Article,Final,,Scopus,2-s2.0-59449111105
,183,"Mkhabela, M.S., Gordon, R., Burton, D., Smith, E., Madani, A.",6506375432;56653882200;7401576925;56852607900;7004409512;,The impact of management practices and meteorological conditions on ammonia and nitrous oxide emissions following application of hog slurry to forage grass in Nova Scotia,2009,"Agriculture, Ecosystems and Environment",130,02-Jan,,41,49,,43,10.1016/j.agee.2008.11.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149468346&doi=10.1016%2fj.agee.2008.11.012&partnerID=40&md5=9738a4cdc99b27a563ff7f6c8a9e7a8f,Article,Final,,Scopus,2-s2.0-58149468346
Micro,184,"Bhandral, R., Bittman, S., Kowalenko, G., Buckley, K., Chantigny, M.H., Hunt, D.E., Bounaix, F., Friesen, A.",8748549600;55886851400;27368146400;36869039200;6603601520;15049428500;19337219900;25927131300;,Enhancing soil infiltration reduces gaseous emissions and improves N uptake from applied dairy slurry,2009,Journal of Environmental Quality,38,4,,1372,1382,,46,10.2134/jeq2008.0287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650498272&doi=10.2134%2fjeq2008.0287&partnerID=40&md5=ad4db41567b8cce35da72f28ed725f78,Article,Final,,Scopus,2-s2.0-67650498272
,185,"Miller, M.N., Zebarth, B.J., Dandie, C.E., Burton, D.L., Goyer, C., Trevors, J.T.",17135858700;7003618659;13807391400;7401576925;57205609619;35549070100;,"Influence of liquid manure on soil denitrifier abundance, denitrification, and nitrous oxide emissions",2009,Soil Science Society of America Journal,73,3,,760,768,,56,10.2136/sssaj2008.0059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65949124047&doi=10.2136%2fsssaj2008.0059&partnerID=40&md5=be357e281d03fa3dafba4b2ad0ec5960,Article,Final,,Scopus,2-s2.0-65949124047
,186,"McGinn, S.M., Chung, Y.-H., Beauchemin, K.A., Iwaasa, A.D., Grainger, C.",7003958724;35767451800;7006478754;6602807892;7004399030;,Use of corn distillers' dried grains to reduce enteric methane loss from beef cattle [Utilisation de drèches sèches de distillerie de maïs pour réduire les dégagements entériques de méthane des bovins de boucherie],2009,Canadian Journal of Animal Science,89,3,,409,413,,52,10.4141/CJAS08133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749125663&doi=10.4141%2fCJAS08133&partnerID=40&md5=35d4b781259257f15701a3e54a2cb342,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-69749125663
,187,"Massé, D.I., Masse, L., Claveau, S., Benchaar, C., Thomas, O.",7006105335;7006435735;25631951900;6602579949;57617162600;,Methane emissions from manure storages,2008,Transactions of the ASABE,51,5,,1775,1781,,81,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249094102&partnerID=40&md5=4a4de65cc898d78e7a80e848c99fc9b2,Article,Final,,Scopus,2-s2.0-55249094102
,188,"Mkhabela, M.S., Madani, A., Gordon, R., Burton, D., Cudmore, D., Elmi, A., Hart, W.",6506375432;7004409512;56653882200;7401576925;23492179900;7004370686;7202108891;,Gaseous and leaching nitrogen losses from no-tillage and conventional tillage systems following surface application of cattle manure,2008,Soil and Tillage Research,98,2,,187,199,,73,10.1016/j.still.2007.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049098848&doi=10.1016%2fj.still.2007.12.005&partnerID=40&md5=1bcf3cb0c3463692e937c2a075a43ff5,Article,Final,,Scopus,2-s2.0-43049098848
,189,"Stewart, A.A., Undi, M., Wilson, C., Ominski, K.H., Wittenberg, K.M.",26024479500;6602350178;57199052844;6506052427;7004232752;,Estimation of carbon dioxide production and energy expenditure of grazing cattle by the sulphur hexafluoride (SF6) tracer gas technique,2008,Canadian Journal of Animal Science,88,4,,651,658,,5,10.4141/CJAS07129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58949102430&doi=10.4141%2fCJAS07129&partnerID=40&md5=979b90322ac1497bdd9cf90c221acb28,Article,Final,,Scopus,2-s2.0-58949102430
,190,"Rochette, P., Worth, D.E., Huffman, E.C., Brierley, J.A., McConkey, B.G., Yang, J., Hutchinson, J.J., Desjardins, R.L., Lemke, R., Gameda, S.",7006811223;15830822000;7004289602;8528002400;7005816927;23981824000;15831666800;7102933062;57206399186;6601996486;,Estimation of N2O emissions from agricultural soils in Canada. II. 1990-2005 inventory,2008,Canadian Journal of Soil Science,88,5,,655,669,,39,10.4141/CJSS07026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56849113329&doi=10.4141%2fCJSS07026&partnerID=40&md5=e5136d1dde6f6992e84410d7a5158a21,Article,Final,,Scopus,2-s2.0-56849113329
,191,"Bhandral, R., Bittman, S., Kowalenko, C.G., Friesen, A., Hunt, D.E.",8748549600;55886851400;7003288689;25927131300;15049428500;,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,2008,Canadian Journal of Soil Science,88,4,,517,527,,5,10.4141/CJSS07103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56849091605&doi=10.4141%2fCJSS07103&partnerID=40&md5=f0dd9eddb90b421420fc8b53b635b82c,Article,Final,,Scopus,2-s2.0-56849091605
,192,"McDonald, T., Achari, G., Abiola, A.",56653918200;7004869461;57203274198;,"Feasibility of increased biogas production from the co-digestion of agricultural, municipal, and agro-industrial wastes in rural communities",2008,Journal of Environmental Engineering and Science,7,4,,263,273,,3,10.1139/S08-001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749128200&doi=10.1139%2fS08-001&partnerID=40&md5=4b8b0e270545e7987440702e8f921870,Article,Final,,Scopus,2-s2.0-46749128200
,193,"Ellert, B.H., Janzen, H.H.",34770186600;7005291724;,"Nitrous oxide, carbon dioxide and methane emissions from irrigated cropping systems as influenced by legumes, manure and fertilizer",2008,Canadian Journal of Soil Science,88,2,,207,217,,66,10.4141/CJSS06036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949112289&doi=10.4141%2fCJSS06036&partnerID=40&md5=db53444b686325f7579f27071344c268,Article,Final,,Scopus,2-s2.0-43949112289
